q_id;dataset;db_id;SQL;question;tuples;attrs;attr numerical;attr categorical;tables;numerical conditions;categorical conditions;aggr;join;distinct;group by;limit;order by;nested;like;attr num & cat;con num & cat;cells;backlinks
qatch_359;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAA';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAA;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;145
qatch_360;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAB';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAB;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;249
qatch_361;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAC';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAC;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;64
qatch_362;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAD';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAD;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;31
qatch_363;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAE';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAE;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;0
qatch_364;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'NTGA';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to NTGA;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;145
qatch_365;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'YARY';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to YARY;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;249
qatch_366;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'HEAR';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to HEAR;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;64
qatch_367;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'HCAD';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to HCAD;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;31
qatch_368;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'DABB';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to DABB;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;0
qatch_369;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Anaa Airport';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Anaa Airport;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;145
qatch_370;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Arrabury Airport';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Arrabury Airport;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;249
qatch_371;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'El Arish International Airport';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to El Arish International Airport;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;64
qatch_372;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Adado Airport';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Adado Airport;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;31
qatch_373;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Rabah Bitat Airport (Les Salines Airport)';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Rabah Bitat Airport (Les Salines Airport);1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;0
qatch_374;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE city = 'Anaa';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE city is equal to Anaa;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;145
qatch_375;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE city = 'Arrabury';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE city is equal to Arrabury;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;249
qatch_376;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE city = 'El Arish';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE city is equal to El Arish;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;64
qatch_377;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE city = 'Adado (Cadaado)';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE city is equal to Adado (Cadaado);1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;31
qatch_378;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE city = 'Annaba';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE city is equal to Annaba;1;6;0;6;1;0;1;0;0;0;0;0;0;0;0;;;6;0
qatch_379;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAA' AND icao_code = 'NTGA';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAA and icao_code is equal to NTGA;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;145
qatch_380;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAB' AND icao_code = 'YARY';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAB and icao_code is equal to YARY;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;249
qatch_381;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAC' AND icao_code = 'HEAR';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAC and icao_code is equal to HEAR;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;64
qatch_382;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAD' AND icao_code = 'HCAD';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAD and icao_code is equal to HCAD;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;31
qatch_383;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAE' AND icao_code = 'DABB';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAE and icao_code is equal to DABB;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;0
qatch_384;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAA' AND airport_name = 'Anaa Airport';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAA and airport_name is equal to Anaa Airport;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;145
qatch_385;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAB' AND airport_name = 'Arrabury Airport';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAB and airport_name is equal to Arrabury Airport;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;249
qatch_386;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAC' AND airport_name = 'El Arish International Airport';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAC and airport_name is equal to El Arish International Airport;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;64
qatch_387;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAD' AND airport_name = 'Adado Airport';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAD and airport_name is equal to Adado Airport;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;31
qatch_388;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAE' AND airport_name = 'Rabah Bitat Airport (Les Salines Airport)';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAE and airport_name is equal to Rabah Bitat Airport (Les Salines Airport);1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;0
qatch_389;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAA' AND standard_timezone = 'UTC−10:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAA and standard_timezone is equal to UTC−10:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;145
qatch_390;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAB' AND standard_timezone = 'UTC+10:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAB and standard_timezone is equal to UTC+10:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;249
qatch_391;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAC' AND standard_timezone = 'UTC+02:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAC and standard_timezone is equal to UTC+02:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;64
qatch_392;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAD' AND standard_timezone = 'UTC+03:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAD and standard_timezone is equal to UTC+03:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;31
qatch_393;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAE' AND standard_timezone = 'UTC+01:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAE and standard_timezone is equal to UTC+01:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;0
qatch_394;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAA' AND city = 'Anaa';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAA and city is equal to Anaa;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;145
qatch_395;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAB' AND city = 'Arrabury';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAB and city is equal to Arrabury;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;249
qatch_396;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAC' AND city = 'El Arish';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAC and city is equal to El Arish;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;64
qatch_397;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAD' AND city = 'Adado (Cadaado)';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAD and city is equal to Adado (Cadaado);1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;31
qatch_398;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAE' AND city = 'Annaba';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAE and city is equal to Annaba;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;0
qatch_399;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAA' AND nation = 'French Polynesia';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAA and nation is equal to French Polynesia;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;145
qatch_400;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAB' AND nation = 'Australia';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAB and nation is equal to Australia;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;249
qatch_401;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAC' AND nation = 'Egypt';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAC and nation is equal to Egypt;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;64
qatch_402;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAD' AND nation = 'Somalia';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAD and nation is equal to Somalia;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;31
qatch_403;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE iata_code = 'AAE' AND nation = 'Algeria';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE iata_code is equal to AAE and nation is equal to Algeria;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;0
qatch_404;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'NTGA' AND airport_name = 'Anaa Airport';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to NTGA and airport_name is equal to Anaa Airport;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;145
qatch_405;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'YARY' AND airport_name = 'Arrabury Airport';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to YARY and airport_name is equal to Arrabury Airport;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;249
qatch_406;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'HEAR' AND airport_name = 'El Arish International Airport';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to HEAR and airport_name is equal to El Arish International Airport;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;64
qatch_407;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'HCAD' AND airport_name = 'Adado Airport';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to HCAD and airport_name is equal to Adado Airport;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;31
qatch_408;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'DABB' AND airport_name = 'Rabah Bitat Airport (Les Salines Airport)';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to DABB and airport_name is equal to Rabah Bitat Airport (Les Salines Airport);1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;0
qatch_409;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'NTGA' AND standard_timezone = 'UTC−10:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to NTGA and standard_timezone is equal to UTC−10:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;145
qatch_410;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'YARY' AND standard_timezone = 'UTC+10:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to YARY and standard_timezone is equal to UTC+10:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;249
qatch_411;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'HEAR' AND standard_timezone = 'UTC+02:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to HEAR and standard_timezone is equal to UTC+02:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;64
qatch_412;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'HCAD' AND standard_timezone = 'UTC+03:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to HCAD and standard_timezone is equal to UTC+03:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;31
qatch_413;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'DABB' AND standard_timezone = 'UTC+01:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to DABB and standard_timezone is equal to UTC+01:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;0
qatch_414;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'NTGA' AND city = 'Anaa';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to NTGA and city is equal to Anaa;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;145
qatch_415;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'YARY' AND city = 'Arrabury';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to YARY and city is equal to Arrabury;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;249
qatch_416;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'HEAR' AND city = 'El Arish';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to HEAR and city is equal to El Arish;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;64
qatch_417;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'HCAD' AND city = 'Adado (Cadaado)';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to HCAD and city is equal to Adado (Cadaado);1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;31
qatch_418;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'DABB' AND city = 'Annaba';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to DABB and city is equal to Annaba;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;0
qatch_419;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'NTGA' AND nation = 'French Polynesia';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to NTGA and nation is equal to French Polynesia;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;145
qatch_420;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'YARY' AND nation = 'Australia';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to YARY and nation is equal to Australia;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;249
qatch_421;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'HEAR' AND nation = 'Egypt';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to HEAR and nation is equal to Egypt;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;64
qatch_422;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'HCAD' AND nation = 'Somalia';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to HCAD and nation is equal to Somalia;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;31
qatch_423;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE icao_code = 'DABB' AND nation = 'Algeria';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE icao_code is equal to DABB and nation is equal to Algeria;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;0
qatch_424;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Anaa Airport' AND standard_timezone = 'UTC−10:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Anaa Airport and standard_timezone is equal to UTC−10:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;145
qatch_425;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Arrabury Airport' AND standard_timezone = 'UTC+10:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Arrabury Airport and standard_timezone is equal to UTC+10:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;249
qatch_426;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'El Arish International Airport' AND standard_timezone = 'UTC+02:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to El Arish International Airport and standard_timezone is equal to UTC+02:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;64
qatch_427;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Adado Airport' AND standard_timezone = 'UTC+03:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Adado Airport and standard_timezone is equal to UTC+03:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;31
qatch_428;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Rabah Bitat Airport (Les Salines Airport)' AND standard_timezone = 'UTC+01:00';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Rabah Bitat Airport (Les Salines Airport) and standard_timezone is equal to UTC+01:00;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;0
qatch_429;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Anaa Airport' AND city = 'Anaa';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Anaa Airport and city is equal to Anaa;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;145
qatch_430;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Arrabury Airport' AND city = 'Arrabury';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Arrabury Airport and city is equal to Arrabury;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;249
qatch_431;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'El Arish International Airport' AND city = 'El Arish';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to El Arish International Airport and city is equal to El Arish;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;64
qatch_432;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Adado Airport' AND city = 'Adado (Cadaado)';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Adado Airport and city is equal to Adado (Cadaado);1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;31
qatch_433;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Rabah Bitat Airport (Les Salines Airport)' AND city = 'Annaba';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Rabah Bitat Airport (Les Salines Airport) and city is equal to Annaba;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;0
qatch_434;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Anaa Airport' AND nation = 'French Polynesia';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Anaa Airport and nation is equal to French Polynesia;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;145
qatch_435;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Arrabury Airport' AND nation = 'Australia';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Arrabury Airport and nation is equal to Australia;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;249
qatch_436;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'El Arish International Airport' AND nation = 'Egypt';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to El Arish International Airport and nation is equal to Egypt;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;64
qatch_437;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Adado Airport' AND nation = 'Somalia';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Adado Airport and nation is equal to Somalia;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;31
qatch_438;qatch;airport;SELECT iata_code, icao_code, airport_name, standard_timezone, city, nation FROM airport WHERE airport_name = 'Rabah Bitat Airport (Les Salines Airport)' AND nation = 'Algeria';List the iata_code, icao_code, airport_name, standard_timezone, city and nation of airports WHERE airport_name is equal to Rabah Bitat Airport (Les Salines Airport) and nation is equal to Algeria;1;6;0;6;1;0;2;0;0;0;0;0;0;0;0;;;6;0
